
 frequency_dependence   1

 band_index     1    16
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  = 12
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 = -1  1  0  0  1  0  0  0 -1
 mtrx03 =  0 -1  0  1 -1  0  0  0  1
 mtrx04 = -1  1  0 -1  0  0  0  0  1
 mtrx05 =  0 -1  0 -1  0  0  0  0 -1
 mtrx06 =  1  0  0  1 -1  0  0  0 -1
 mtrx07 =  1  0  0  0  1  0  0  0 -1
 mtrx08 = -1  1  0  0  1  0  0  0  1
 mtrx09 = -1  1  0 -1  0  0  0  0 -1
 mtrx10 =  0 -1  0  1 -1  0  0  0 -1
 mtrx11 =  1  0  0  1 -1  0  0  0  1
 mtrx12 =  0 -1  0 -1  0  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -20.175199  -20.175199  -26.851192   15.024019   -9.263237  -21.090410  -16.512878  -24.752731  -23.764157   -9.113698  -20.940871  -24.603192  -23.646913    0.784038
   2  -10.352376  -10.352376  -22.780028   11.927879   -9.519957  -20.372107  -16.602754  -14.121730  -13.492945   -9.217875  -20.070025  -13.819647  -13.241255    0.833185
   3   -8.049661   -8.049661  -22.537345   11.689689   -9.899744  -20.747400  -17.280267  -11.516794  -10.968619   -9.522586  -20.370243  -11.139637  -10.651092    0.841894
   4   -7.452266   -7.452266  -18.340618    9.579931   -8.204801  -16.965488  -13.912351  -10.505403  -10.038990   -7.959043  -16.719730  -10.259645   -9.830775    0.847235
   5    3.135374    3.135374   -5.680344    3.219590   -6.913817   -9.374572  -10.690104    4.450907    4.286741   -6.666847   -9.127601    4.697877    4.502892    0.875210
   6    3.156293    3.156293   -1.481682    0.765460   -2.728129   -3.444351   -4.273679    3.985621    3.926656   -2.690660   -3.406882    4.023091    3.961461    0.928900
   7    4.062318    4.062318   -0.176343    0.095435   -0.485790   -0.566699   -0.503359    3.998978    3.999925   -0.480917   -0.561825    4.003852    4.004726    0.985053
   8    4.276138    4.276138   -0.917368    0.497910   -1.601971   -2.021429   -2.167891    4.422601    4.416778   -1.563810   -1.983268    4.460762    4.453422    0.960245
   9    5.356306    5.356306   -0.748347    0.438255   -1.328821   -1.638913   -1.749076    5.466469    5.462848   -1.306149   -1.616241    5.489141    5.484774    0.967127
  10    5.407015    5.407015   -0.726035    0.358455   -1.678269   -2.045849   -2.374108    5.735274    5.720332   -1.650076   -2.017656    5.763468    5.747242    0.954480
  11    6.787078    6.787078   -5.417092    3.374775   -7.205964   -9.248281  -10.533284    8.072082    7.923518   -7.034173   -9.076490    8.243873    8.075447    0.884386
  12    7.346614    7.346614   -0.450619    0.198386   -1.367816   -1.620050   -1.893909    7.620473    7.609348   -1.349182   -1.601416    7.639107    7.627225    0.959378
  13    7.872021    7.872021   -1.668513    0.984376   -2.563612   -3.247748   -3.694253    8.318525    8.294549   -2.499744   -3.183881    8.382393    8.354987    0.946301
  14   10.150823   10.150823   -0.485150    0.220309   -1.458923   -1.723764   -2.011773   10.438832   10.426451   -1.433705   -1.698545   10.464050   10.450586    0.957012
  15   10.432168   10.432168   -2.781036    1.744487   -4.366588   -5.403138   -6.160470   11.189500   11.127450   -4.216668   -5.253217   11.339421   11.265087    0.918067
  16   11.833970   11.833970   -4.092873    2.584180   -6.487275   -7.995968   -9.264845   13.102848   12.959193   -6.271071   -7.779764   13.319051   13.150919    0.886786
 
       k =  0.083333  0.750000  0.000000 ik =  21 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -20.898907  -20.898907  -26.852211   15.055513   -9.106042  -20.902740  -16.293061  -25.508587  -24.501535   -8.966632  -20.763330  -25.369176  -24.392581    0.781535
   2   -8.652131   -8.652131  -22.733730   11.870533   -9.902502  -20.765699  -17.150032  -12.267798  -11.685349   -9.552275  -20.415472  -11.917571  -11.391540    0.838910
   3   -8.438141   -8.438141  -18.381897    9.611787   -7.929829  -16.699939  -13.532916  -11.605165  -11.112951   -7.707617  -16.477728  -11.382953  -10.925275    0.844582
   4   -7.306778   -7.306778  -22.511561   11.671124  -10.072891  -20.913329  -17.508027  -10.712081  -10.181161   -9.674377  -20.514814  -10.313566   -9.844779    0.844090
   5    1.899774    1.899774   -1.325379    0.666295   -2.452769   -3.111853   -3.861022    2.648943    2.599352   -2.423528   -3.082612    2.678184    2.626658    0.933806
   6    2.620882    2.620882   -0.862010    0.483639   -1.513787   -1.892158   -2.155593    2.884317    2.873290   -1.473601   -1.851972    2.924503    2.911794    0.958142
   7    2.741373    2.741373   -0.173979    0.090404   -0.482807   -0.566382   -0.510993    2.685985    2.686824   -0.478619   -0.562193    2.690173    2.690949    0.984853
   8    3.618252    3.618252   -1.401744    0.799283   -2.015634   -2.618095   -2.949513    3.949670    3.934265   -1.945877   -2.548338    4.019427    4.000780    0.953519
   9    4.086298    4.086298   -0.499297    0.274284   -1.007337   -1.232351   -1.293261    4.147208    4.145497   -0.993712   -1.218726    4.160833    4.158739    0.971898
  10    5.135117    5.135117   -3.222502    1.837614   -4.408916   -5.793804   -6.523847    5.865160    5.802806   -4.239207   -5.624094    6.034869    5.958020    0.914588
  11    6.259806    6.259806   -1.450017    0.889475   -2.278079   -2.838622   -3.151711    6.572895    6.557764   -2.231908   -2.792450    6.619067    6.601704    0.951671
  12    6.557830    6.557830   -2.072935    1.099388   -3.687940   -4.661487   -5.378515    7.274857    7.216964   -3.582048   -4.555595    7.380749    7.314306    0.919259
  13    7.145775    7.145775   -6.328813    3.865503   -8.176291  -10.639600  -12.254767    8.760942    8.555484   -7.951984  -10.415293    8.985249    8.751258    0.872795
  14    9.022852    9.022852   -3.277040    2.085186   -4.884384   -6.076238   -6.894083    9.840697    9.769634   -4.737642   -5.929496    9.987438    9.903624    0.913109
  15    9.090087    9.090087   -0.529654    0.225493   -1.619854   -1.924015   -2.247341    9.413414    9.398356   -1.594677   -1.898838    9.438591    9.422361    0.953428
  16   10.206890   10.206890   -4.592392    2.862398   -6.711612   -8.441607   -9.796116   11.561400   11.409188   -6.490441   -8.220436   11.782571   11.605505    0.887626
 
       k =  0.166667  0.166667  0.000000 ik =  22 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -20.287727  -20.287727  -26.845853   15.025422   -9.235824  -21.056255  -16.473926  -24.870056  -23.876388   -9.087931  -20.908362  -24.722163  -23.760565    0.783152
   2   -9.851415   -9.851415  -22.857169   11.966448   -9.675313  -20.566034  -16.840404  -13.577044  -12.961386   -9.356403  -20.247124  -13.258134  -12.695176    0.834751
   3   -8.315193   -8.315193  -22.372503   11.600222   -9.771349  -20.543630  -17.052830  -11.805992  -11.252090   -9.410432  -20.182713  -11.445075  -10.948442    0.841325
   4   -7.607557   -7.607557  -18.335705    9.576546   -8.154272  -16.913432  -13.841644  -10.679345  -10.209896   -7.912788  -16.671948  -10.437860  -10.005316    0.847174
   5    2.975214    2.975214   -1.349184    0.682187   -2.553303   -3.220300   -4.013023    3.767937    3.713667   -2.519054   -3.186052    3.802185    3.745571    0.931540
   6    3.260557    3.260557   -4.521071    2.577019   -5.621745   -7.565797   -8.653747    4.348507    4.232517   -5.416122   -7.360174    4.554131    4.416218    0.893386
   7    3.847130    3.847130   -0.164851    0.086269   -0.475602   -0.554184   -0.495067    3.788013    3.788898   -0.471003   -0.549584    3.792612    3.793429    0.985031
   8    4.165430    4.165430   -1.665495    0.930211   -2.416379   -3.151663   -3.434718    4.448486    4.433685   -2.341539   -3.076823    4.523325    4.504612    0.947713
   9    5.181055    5.181055   -0.497826    0.274986   -1.024142   -1.246982   -1.312043    5.246116    5.244263   -1.008286   -1.231126    5.261972    5.259667    0.971512
  10    5.276453    5.276453   -1.127838    0.582258   -2.197479   -2.743059   -3.155844    5.689238    5.666844   -2.150227   -2.695807    5.736489    5.711533    0.945750
  11    7.163333    7.163333   -0.503381    0.222059   -1.472023   -1.753345   -2.050780    7.460767    7.448043   -1.451841   -1.733163    7.480950    7.467362    0.957219
  12    7.356504    7.356504   -1.183445    0.728931   -2.013161   -2.467675   -2.729761    7.618589    7.606803   -1.969315   -2.423829    7.662436    7.648677    0.955028
  13    7.893493    7.893493   -7.057834    4.361939   -9.205124  -11.901018  -13.721188    9.713662    9.458509   -8.927306  -11.623200    9.991480    9.697383    0.859819
  14    9.531908    9.531908   -4.161047    2.692269   -6.333084   -7.801862   -8.853630   10.583675   10.470233   -6.149455   -7.618233   10.767305   10.634056    0.892141
  15    9.952172    9.952172   -0.475626    0.211104   -1.461596   -1.726118   -2.017406   10.243460   10.230873   -1.438784   -1.703306   10.266272   10.252699    0.956789
  16   11.177555   11.177555   -2.326803    1.449791   -3.861915   -4.738927   -5.471229   11.909857   11.854784   -3.755645   -4.632657   12.016127   11.953063    0.924795
 
       k =  0.166667  0.250000  0.000000 ik =  23 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -19.521081  -19.521081  -26.906737   15.034593   -9.433967  -21.306111  -16.753731  -24.073461  -23.100770   -9.274440  -21.146583  -23.913934  -22.975328    0.786334
   2  -11.203772  -11.203772  -22.827367   11.969631   -9.342150  -20.199885  -16.378326  -15.025332  -14.375979   -9.058161  -19.915896  -14.741343  -14.140245    0.830082
   3   -9.169427   -9.169427  -22.410388   11.634911   -9.584982  -20.360459  -16.774927  -12.754958  -12.175925   -9.249480  -20.024957  -12.419456  -11.894604    0.838508
   4   -6.544562   -6.544562  -18.412439    9.621977   -8.524751  -17.315214  -14.368468   -9.491307   -9.046540   -8.251051  -17.041514   -9.217607   -8.814151    0.849065
   5    2.316587    2.316587   -6.882193    3.836867   -8.149879  -11.195204  -12.665952    3.787335    3.579427   -7.893958  -10.939283    4.043256    3.799171    0.858638
   6    4.438876    4.438876   -1.514085    0.784710   -2.860054   -3.589429   -4.471910    5.321357    5.255944   -2.814303   -3.543679    5.367108    5.298303    0.925875
   7    5.389594    5.389594   -0.163055    0.088486   -0.473925   -0.548494   -0.480055    5.321155    5.322162   -0.468460   -0.543029    5.326620    5.327547    0.985287
   8    5.426437    5.426437   -0.228367    0.103775   -0.913636   -1.038228   -1.138377    5.526587    5.523458   -0.905674   -1.030266    5.534549    5.531171    0.968760
   9    6.522243    6.522243   -0.361644    0.161885   -1.188726   -1.388485   -1.645728    6.779486    6.769953   -1.174828   -1.374587    6.793384    6.783335    0.962938
  10    6.674935    6.674935   -0.691657    0.404636   -1.291409   -1.578430   -1.683806    6.780312    6.776879   -1.265429   -1.552451    6.806291    6.802011    0.967422
  11    8.101146    8.101146   -5.734421    3.585892   -7.814851   -9.963380  -11.405366    9.543132    9.362915   -7.592015   -9.740544    9.765968    9.557901    0.875021
  12    8.459732    8.459732   -0.478686    0.222742   -1.381987   -1.637931   -1.917118    8.738919    8.727489   -1.361136   -1.617080    8.759770    8.747487    0.959062
  13    9.007116    9.007116   -1.992505    1.203234   -3.062618   -3.851889   -4.386571    9.541798    9.508847   -2.970803   -3.760074    9.633613    9.595005    0.938374
  14   10.734512   10.734512   -4.356476    2.750547   -6.801921   -8.407850   -9.671233   11.997895   11.848994   -6.582657   -8.188586   12.217158   12.042415    0.882141
  15   10.961429   10.961429   -1.007260    0.530318   -2.347468   -2.824410   -3.390646   11.527664   11.493199   -2.308846   -2.785788   11.566286   11.529470    0.939132
  16   12.563969   12.563969   -1.449227    0.878003   -2.740599   -3.311822   -3.851124   13.103271   13.070631   -2.672243   -3.243466   13.171627   13.134851    0.939479
 
       k =  0.166667  0.333333  0.000000 ik =  24 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.774241  -18.774241  -27.094329   15.133983   -9.691508  -21.651855  -17.123539  -23.302557  -22.345489   -9.519080  -21.479427  -23.130129  -22.209504    0.788648
   2  -12.404490  -12.404490  -22.634712   11.862304   -8.967218  -19.739627  -15.845603  -16.298514  -15.625049   -8.713647  -19.486056  -16.044942  -15.415333    0.827052
   3   -9.681819   -9.681819  -22.503474   11.699582   -9.506692  -20.310583  -16.662595  -13.329807  -12.734002   -9.183457  -19.987349  -13.006573  -12.463560    0.836676
   4   -5.461406   -5.461406  -18.837128    9.890442   -9.079180  -18.025866  -15.192469   -8.294803   -7.870333   -8.756377  -17.703064   -7.972000   -7.595889    0.850190
   5    0.987583    0.987583   -6.473901    3.524463   -7.585487  -10.534925  -11.902574    2.355233    2.169929   -7.401454  -10.350892    2.539266    2.329028    0.864510
   6    6.166572    6.166572   -2.456236    1.383791   -4.132190   -5.204634   -6.316287    7.278225    7.175702   -4.042500   -5.114944    7.367915    7.257120    0.907774
   7    7.272819    7.272819   -0.423082    0.204438   -1.353220   -1.571864   -1.879510    7.580465    7.567224   -1.335251   -1.553894    7.598434    7.584420    0.956962
   8    7.342063    7.342063   -0.417135    0.257534   -0.798128   -0.957729   -0.922393    7.306727    7.307419   -0.782120   -0.941721    7.322735    7.323114    0.980419
   9    7.995340    7.995340   -4.336373    2.715917   -6.141966   -7.762423   -8.863432    9.096349    8.980801   -5.977368   -7.597824    9.260947    9.128125    0.895053
  10    8.260360    8.260360   -0.577732    0.288527   -1.487070   -1.776275   -2.106937    8.591022    8.576954   -1.462761   -1.751966    8.615331    8.600229    0.957456
  11    8.840546    8.840546   -1.400044    0.828221   -2.309908   -2.881730   -3.264818    9.223634    9.204257   -2.251048   -2.822870    9.282494    9.260140    0.949420
  12    9.842907    9.842907   -1.076012    0.574859   -2.336692   -2.837845   -3.396158   10.401220   10.367795   -2.298287   -2.799440   10.439625   10.403901    0.940131
  13   10.627709   10.627709   -2.299408    1.328542   -3.873720   -4.844587   -5.701349   11.484471   11.414515   -3.741897   -4.712764   11.616294   11.535574    0.918348
  14   11.331695   11.331695   -0.941970    0.509967   -2.350472   -2.782475   -3.451785   12.001005   11.958595   -2.321264   -2.753268   12.030212   11.985951    0.936636
  15   11.446331   11.446331   -1.270757    0.701232   -2.641037   -3.210562   -3.927288   12.163057   12.116129   -2.590371   -3.159896   12.213723   12.163477    0.934525
  16   12.643655   12.643655   -0.224383    0.138584   -0.597253   -0.683052   -0.607925   12.568527   12.569795   -0.583354   -0.669154   12.582426   12.583459    0.983126
 
       k =  0.166667  0.416667  0.000000 ik =  25 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.425905  -18.425905  -27.257129   15.232774   -9.849080  -21.873435  -17.352584  -22.946756  -21.994463   -9.669822  -21.694177  -22.767497  -21.852965    0.789356
   2  -12.921368  -12.921368  -22.471083   11.761035   -8.766496  -19.476544  -15.556627  -16.841285  -16.157899   -8.526008  -19.236056  -16.600797  -15.959338    0.825663
   3   -9.850486   -9.850486  -22.541654   11.725151   -9.484219  -20.300722  -16.632169  -13.519040  -12.917573   -9.164635  -19.981138  -13.199455  -12.650385    0.836048
   4   -4.921369   -4.921369  -19.342681   10.206052   -9.484996  -18.621625  -15.820859   -7.722136   -7.301173   -9.125491  -18.262120   -7.362631   -6.995702    0.849697
   5    0.337688    0.337688   -5.938180    3.172338   -7.119529   -9.885371  -11.214974    1.667291    1.493048   -6.981843   -9.747686    1.804976    1.612690    0.868951
   6    7.173236    7.173236   -5.665511    3.487916   -7.994886  -10.172482  -11.732851    8.733606    8.523622   -7.777908   -9.955504    8.950584    8.711401    0.865427
   7    8.623070    8.623070   -1.999687    1.069601   -3.773776   -4.703862   -5.821852    9.741060    9.639667   -3.678307   -4.608393    9.836529    9.726477    0.909307
   8    8.668806    8.668806   -1.932913    1.016106   -3.985187   -4.901994   -6.130959    9.897771    9.778547   -3.909587   -4.826394    9.973371    9.846813    0.902988
   9    9.388691    9.388691   -1.549951    0.920126   -2.875792   -3.505616   -4.213527   10.096602   10.049417   -2.824740   -3.454565   10.147653   10.097065    0.933346
  10    9.803349    9.803349   -0.150694    0.083851   -0.462018   -0.528861   -0.442564    9.717051    9.718284   -0.453882   -0.520725    9.725187    9.726304    0.985714
  11    9.811099    9.811099   -0.143401    0.060638   -0.875580   -0.958343   -1.086019    9.938774    9.934635   -0.868656   -0.951420    9.945698    9.941335    0.967583
  12    9.909859    9.909859   -0.432113    0.247767   -0.978206   -1.162552   -1.291171   10.038479   10.035125   -0.964592   -1.148938   10.052092   10.048383    0.973922
  13   10.225426   10.225426   -0.295640    0.161860   -0.843640   -0.977420   -0.985953   10.233960   10.233739   -0.834173   -0.967953   10.243427   10.242961    0.974111
  14   10.909953   10.909953   -0.221750    0.095901   -1.015574   -1.141423   -1.364265   11.132795   11.125100   -1.003882   -1.129732   11.144486   11.136388    0.965472
  15   11.001424   11.001424   -0.603949    0.341891   -1.233116   -1.495175   -1.591944   11.098193   11.095073   -1.195723   -1.457781   11.135587   11.131261    0.967757
  16   11.278952   11.278952   -0.431237    0.232368   -1.084199   -1.283068   -1.430980   11.426863   11.422195   -1.070825   -1.269694   11.440238   11.435147    0.968439
 
       k =  0.166667  0.500000  0.000000 ik =  26 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.774241  -18.774241  -27.094329   15.133975   -9.691506  -21.651861  -17.123539  -23.302563  -22.345493   -9.519077  -21.479432  -23.130134  -22.209508    0.788648
   2  -12.404490  -12.404490  -22.634712   11.862313   -8.967223  -19.739622  -15.845603  -16.298509  -15.625045   -8.713652  -19.486052  -16.044939  -15.415329    0.827052
   3   -9.681819   -9.681819  -22.503474   11.699583   -9.506693  -20.310584  -16.662595  -13.329808  -12.734003   -9.183459  -19.987350  -13.006573  -12.463560    0.836676
   4   -5.461406   -5.461406  -18.837128    9.890441   -9.079178  -18.025865  -15.192469   -8.294802   -7.870332   -8.756375  -17.703062   -7.971999   -7.595888    0.850190
   5    0.987583    0.987583   -6.473901    3.524466   -7.585489  -10.534924  -11.902574    2.355233    2.169930   -7.401457  -10.350892    2.539266    2.329028    0.864509
   6    6.166572    6.166572   -2.456236    1.383794   -4.132193   -5.204634   -6.316287    7.278225    7.175702   -4.042502   -5.114944    7.367915    7.257120    0.907774
   7    7.272819    7.272819   -0.423082    0.204439   -1.353220   -1.571863   -1.879510    7.580465    7.567225   -1.335251   -1.553894    7.598435    7.584421    0.956962
   8    7.342063    7.342063   -0.417135    0.257534   -0.798128   -0.957729   -0.922393    7.306727    7.307419   -0.782120   -0.941721    7.322735    7.323114    0.980419
   9    7.995340    7.995340   -4.336373    2.715916   -6.141965   -7.762422   -8.863432    9.096349    8.980801   -5.977366   -7.597824    9.260948    9.128126    0.895053
  10    8.260360    8.260360   -0.577732    0.288527   -1.487070   -1.776275   -2.106937    8.591022    8.576954   -1.462761   -1.751966    8.615331    8.600229    0.957456
  11    8.840546    8.840546   -1.400044    0.828223   -2.309908   -2.881729   -3.264818    9.223634    9.204258   -2.251048   -2.822869    9.282494    9.260141    0.949420
  12    9.842907    9.842907   -1.076012    0.574859   -2.336692   -2.837845   -3.396158   10.401220   10.367795   -2.298287   -2.799440   10.439625   10.403901    0.940131
  13   10.627709   10.627709   -2.299408    1.328549   -3.873726   -4.844586   -5.701349   11.484472   11.414516   -3.741903   -4.712763   11.616295   11.535575    0.918348
  14   11.331695   11.331695   -0.941970    0.509969   -2.350472   -2.782474   -3.451785   12.001006   11.958596   -2.321265   -2.753266   12.030213   11.985953    0.936636
  15   11.446331   11.446331   -1.270757    0.701227   -2.641033   -3.210563   -3.927288   12.163056   12.116128   -2.590367   -3.159897   12.213722   12.163477    0.934524
  16   12.643655   12.643655   -0.224383    0.138583   -0.597252   -0.683052   -0.607925   12.568527   12.569795   -0.583354   -0.669153   12.582426   12.583459    0.983126
 
       k =  0.166667  0.583333  0.000000 ik =  27 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -19.521081  -19.521081  -26.906737   15.034581   -9.433964  -21.306120  -16.753731  -24.073471  -23.100778   -9.274436  -21.146592  -23.913943  -22.975336    0.786334
   2  -11.203772  -11.203772  -22.827367   11.969643   -9.342156  -20.199879  -16.378326  -15.025326  -14.375974   -9.058168  -19.915892  -14.741338  -14.140241    0.830082
   3   -9.169427   -9.169427  -22.410388   11.634913   -9.584984  -20.360460  -16.774927  -12.754959  -12.175926   -9.249483  -20.024958  -12.419457  -11.894605    0.838508
   4   -6.544562   -6.544562  -18.412439    9.621975   -8.524749  -17.315213  -14.368468   -9.491306   -9.046539   -8.251048  -17.041512   -9.217606   -8.814149    0.849065
   5    2.316587    2.316587   -6.882193    3.836870   -8.149883  -11.195205  -12.665952    3.787334    3.579426   -7.893963  -10.939285    4.043254    3.799169    0.858638
   6    4.438876    4.438876   -1.514085    0.784709   -2.860053   -3.589429   -4.471910    5.321357    5.255944   -2.814302   -3.543678    5.367108    5.298303    0.925875
   7    5.389594    5.389594   -0.163055    0.088486   -0.473925   -0.548494   -0.480055    5.321155    5.322162   -0.468460   -0.543029    5.326620    5.327547    0.985287
   8    5.426437    5.426437   -0.228367    0.103776   -0.913636   -1.038227   -1.138377    5.526588    5.523459   -0.905674   -1.030265    5.534550    5.531172    0.968760
   9    6.522243    6.522243   -0.361644    0.161886   -1.188725   -1.388483   -1.645728    6.779488    6.769954   -1.174828   -1.374586    6.793385    6.783336    0.962938
  10    6.674935    6.674935   -0.691657    0.404637   -1.291409   -1.578430   -1.683806    6.780311    6.776879   -1.265430   -1.552451    6.806291    6.802011    0.967422
  11    8.101146    8.101146   -5.734421    3.585892   -7.814851   -9.963380  -11.405366    9.543132    9.362915   -7.592015   -9.740545    9.765967    9.557900    0.875021
  12    8.459732    8.459732   -0.478686    0.222743   -1.381987   -1.637930   -1.917118    8.738920    8.727490   -1.361136   -1.617079    8.759771    8.747488    0.959062
  13    9.007116    9.007116   -1.992505    1.203232   -3.062616   -3.851889   -4.386571    9.541798    9.508848   -2.970800   -3.760073    9.633614    9.595005    0.938374
  14   10.734512   10.734512   -4.356476    2.750533   -6.801908   -8.407851   -9.671233   11.997894   11.848993   -6.582643   -8.188586   12.217158   12.042415    0.882141
  15   10.961429   10.961429   -1.007260    0.530320   -2.347470   -2.824410   -3.390646   11.527665   11.493199   -2.308848   -2.785788   11.566286   11.529470    0.939132
  16   12.563969   12.563969   -1.449227    0.878002   -2.740598   -3.311823   -3.851124   13.103270   13.070631   -2.672241   -3.243466   13.171627   13.134851    0.939479
 
       k =  0.250000  0.250000  0.000000 ik =  28 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.805035  -18.805035  -27.067199   15.114779   -9.670585  -21.623005  -17.090952  -23.337088  -22.382010   -9.498866  -21.451286  -23.165369  -22.246479    0.789262
   2  -11.951951  -11.951951  -22.694007   11.892156   -9.105570  -19.907421  -16.085101  -15.774272  -15.116882   -8.837244  -19.639095  -15.505945  -14.894704    0.828013
   3  -10.231513  -10.231513  -22.414050   11.659816   -9.339215  -20.093449  -16.359979  -13.964983  -13.348615   -9.038543  -19.792777  -13.664311  -13.097581    0.834907
   4   -5.513975   -5.513975  -18.746350    9.833101   -9.023408  -17.936656  -15.104054   -8.346577   -7.922679   -8.705272  -17.618521   -8.028441   -7.652152    0.850350
   5    1.247487    1.247487   -6.670164    3.650071   -7.817511  -10.837604  -12.224979    2.634861    2.443078   -7.615315  -10.635408    2.837057    2.617323    0.861765
   6    6.094937    6.094937   -1.709471    0.900551   -3.232516   -4.041436   -5.029532    7.083033    7.002901   -3.168064   -3.976984    7.147485    7.062126    0.918902
   7    7.034190    7.034190   -0.452283    0.215108   -1.420763   -1.657938   -1.997955    7.374208    7.358990   -1.404395   -1.641569    7.390576    7.374626    0.955244
   8    7.153521    7.153521   -0.155650    0.086104   -0.466384   -0.535929   -0.457403    7.074995    7.076128   -0.459707   -0.529252    7.081672    7.082709    0.985569
   9    8.005479    8.005479   -0.599148    0.296851   -1.515076   -1.817373   -2.159286    8.347392    8.332691   -1.494591   -1.796889    8.367876    8.352295    0.957005
  10    8.391063    8.391063   -0.786842    0.463506   -1.459854   -1.783191   -1.917949    8.525821    8.521011   -1.420800   -1.744137    8.564875    8.558671    0.964301
  11    9.418269    9.418269   -6.100866    3.737312   -8.530001  -10.893555  -12.599805   11.124519   10.887277   -8.229043  -10.592596   11.425478   11.146389    0.860957
  12    9.540550    9.540550   -1.090914    0.585306   -2.315044   -2.820651   -3.388020   10.107919   10.074405   -2.286793   -2.792400   10.136169   10.100987    0.940931
  13   10.216984   10.216984   -3.076040    1.936474   -4.849144   -5.988709   -6.854878   11.083152   11.005988   -4.705646   -5.845212   11.226650   11.136702    0.910913
  14   11.121456   11.121456   -0.989730    0.553475   -2.301201   -2.737456   -3.384124   11.768123   11.728904   -2.279051   -2.715307   11.790273   11.749711    0.939353
  15   11.461538   11.461538   -2.484667    1.530273   -4.296658   -5.251052   -6.124549   12.335035   12.261042   -4.186233   -5.140627   12.445460   12.362113    0.915291
  16   13.517184   13.517184   -0.502173    0.255708   -1.544114   -1.790580   -2.172356   13.898960   13.881107   -1.517420   -1.763885   13.925655   13.906554    0.953237
 
       k =  0.250000  0.333333  0.000000 ik =  29 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.277344  -18.277344  -27.296829   15.251177   -9.900274  -21.945926  -17.420816  -22.802454  -21.854097   -9.718350  -21.764002  -22.620530  -21.710300    0.790423
   2  -12.496016  -12.496016  -22.390544   11.700994   -8.835381  -19.524931  -15.727943  -16.293003  -15.637666   -8.580562  -19.270111  -16.038184  -15.426827    0.827406
   3  -10.819534  -10.819534  -22.526514   11.742490   -9.252863  -20.036887  -16.198556  -14.657864  -14.014505   -8.968684  -19.752707  -14.373685  -13.777958    0.832386
   4   -4.699945   -4.699945  -19.429516   10.261463   -9.610553  -18.778606  -16.008967   -7.469585   -7.053728   -9.238526  -18.406579   -7.097558   -6.737560    0.849852
   5    0.411341    0.411341   -6.001875    3.206551   -7.249721  -10.045045  -11.375102    1.741398    1.564387   -7.109028   -9.904352    1.882090    1.686356    0.866915
   6    7.906195    7.906195   -2.960021    1.664769   -4.929053   -6.224306   -7.512686    9.194575    9.059053   -4.785044   -6.080296    9.338585    9.187915    0.894812
   7    8.057769    8.057769   -2.199543    1.153608   -4.291804   -5.337740   -6.707433    9.427462    9.288765   -4.239174   -5.285110    9.480092    9.336066    0.898739
   8    9.260812    9.260812   -1.710866    1.033682   -2.729350   -3.406534   -3.844122    9.698401    9.673856   -2.641690   -3.318874    9.786061    9.756599    0.943909
   9    9.503984    9.503984   -2.634715    1.559265   -4.126462   -5.201912   -6.079824   10.381895   10.309956   -3.995253   -5.070704   10.513104   10.430412    0.918056
  10    9.612044    9.612044   -0.287024    0.156807   -0.892630   -1.022847   -1.085563    9.674760    9.672966   -0.886277   -1.016494    9.681112    9.679138    0.971407
