# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     241     -0.41180784E-02     -0.41227981E-02     -0.10015237E-03     -0.22137187E-03
     242     -0.41181008E-02     -0.41227981E-02     -0.10033450E-03     -0.22137187E-03
     243     -0.41181291E-02     -0.41227981E-02     -0.10051177E-03     -0.22137187E-03
     244     -0.41181556E-02     -0.41227981E-02     -0.10066649E-03     -0.22137187E-03
     245     -0.41181845E-02     -0.41227981E-02     -0.10082886E-03     -0.22137187E-03
     246     -0.41182066E-02     -0.41227981E-02     -0.10098344E-03     -0.22137187E-03
     247     -0.41182304E-02     -0.41227981E-02     -0.10113707E-03     -0.22137187E-03
     248     -0.41182583E-02     -0.41227981E-02     -0.10127708E-03     -0.22137187E-03
     249     -0.41182823E-02     -0.41227981E-02     -0.10146995E-03     -0.22137187E-03
     250     -0.41183109E-02     -0.41227981E-02     -0.10161293E-03     -0.22137187E-03
     251     -0.41183371E-02     -0.41227981E-02     -0.10178328E-03     -0.22137187E-03
     252     -0.41183622E-02     -0.41227981E-02     -0.10194950E-03     -0.22137187E-03
     253     -0.41183892E-02     -0.41227981E-02     -0.10211187E-03     -0.22137187E-03
     254     -0.41184113E-02     -0.41227981E-02     -0.10224162E-03     -0.22137187E-03
     255     -0.41184359E-02     -0.41227981E-02     -0.10239993E-03     -0.22137187E-03
     256     -0.41184607E-02     -0.41227981E-02     -0.10257527E-03     -0.22137187E-03
     257     -0.41184817E-02     -0.41227981E-02     -0.10272415E-03     -0.22137187E-03
     258     -0.41185012E-02     -0.41227981E-02     -0.10285889E-03     -0.22137187E-03
     259     -0.41185260E-02     -0.41227981E-02     -0.10302119E-03     -0.22137187E-03
     260     -0.41185573E-02     -0.41227981E-02     -0.10319517E-03     -0.22137187E-03
     261     -0.41185763E-02     -0.41227981E-02     -0.10335935E-03     -0.22137187E-03
     262     -0.41186031E-02     -0.41227981E-02     -0.10351087E-03     -0.22137187E-03
     263     -0.41186202E-02     -0.41227981E-02     -0.10367064E-03     -0.22137187E-03
     264     -0.41186451E-02     -0.41227981E-02     -0.10382741E-03     -0.22137187E-03
     265     -0.41186629E-02     -0.41227981E-02     -0.10397001E-03     -0.22137187E-03
     266     -0.41186897E-02     -0.41227981E-02     -0.10412940E-03     -0.22137187E-03
     267     -0.41187070E-02     -0.41227981E-02     -0.10428014E-03     -0.22137187E-03
     268     -0.41187372E-02     -0.41227981E-02     -0.10448084E-03     -0.22137187E-03
     269     -0.41187542E-02     -0.41227981E-02     -0.10466987E-03     -0.22137187E-03
     270     -0.41187758E-02     -0.41227981E-02     -0.10482841E-03     -0.22137187E-03
     271     -0.41188009E-02     -0.41227981E-02     -0.10497202E-03     -0.22137187E-03
     272     -0.41188166E-02     -0.41227981E-02     -0.10511015E-03     -0.22137187E-03
     273     -0.41188468E-02     -0.41227981E-02     -0.10525521E-03     -0.22137187E-03
     274     -0.41188678E-02     -0.41227981E-02     -0.10542094E-03     -0.22137187E-03
     275     -0.41188864E-02     -0.41227981E-02     -0.10555503E-03     -0.22137187E-03
     276     -0.41189069E-02     -0.41227981E-02     -0.10573985E-03     -0.22137187E-03
     277     -0.41189300E-02     -0.41227981E-02     -0.10588554E-03     -0.22137187E-03
     278     -0.41189456E-02     -0.41227981E-02     -0.10605615E-03     -0.22137187E-03
     279     -0.41189636E-02     -0.41227981E-02     -0.10619728E-03     -0.22137187E-03
     280     -0.41189817E-02     -0.41227981E-02     -0.10637110E-03     -0.22137187E-03
     281     -0.41190007E-02     -0.41227981E-02     -0.10652964E-03     -0.22137187E-03
     282     -0.41190182E-02     -0.41227981E-02     -0.10667702E-03     -0.22137187E-03
     283     -0.41190400E-02     -0.41227981E-02     -0.10685751E-03     -0.22137187E-03
     284     -0.41190555E-02     -0.41227981E-02     -0.10702867E-03     -0.22137187E-03
     285     -0.41190772E-02     -0.41227981E-02     -0.10717749E-03     -0.22137187E-03
     286     -0.41190960E-02     -0.41227981E-02     -0.10735468E-03     -0.22137187E-03
     287     -0.41191194E-02     -0.41227981E-02     -0.10751442E-03     -0.22137187E-03
     288     -0.41191364E-02     -0.41227981E-02     -0.10768023E-03     -0.22137187E-03
     289     -0.41191568E-02     -0.41227981E-02     -0.10785010E-03     -0.22137187E-03
     290     -0.41191713E-02     -0.41227981E-02     -0.10800859E-03     -0.22137187E-03
     291     -0.41191877E-02     -0.41227981E-02     -0.10817985E-03     -0.22137187E-03
     292     -0.41192070E-02     -0.41227981E-02     -0.10836969E-03     -0.22137187E-03
     293     -0.41192221E-02     -0.41227981E-02     -0.10854079E-03     -0.22137187E-03
     294     -0.41192365E-02     -0.41227981E-02     -0.10869561E-03     -0.22137187E-03
     295     -0.41192523E-02     -0.41227981E-02     -0.10884935E-03     -0.22137187E-03
     296     -0.41192703E-02     -0.41227981E-02     -0.10899202E-03     -0.22137187E-03
     297     -0.41192894E-02     -0.41227981E-02     -0.10918515E-03     -0.22137187E-03
     298     -0.41193089E-02     -0.41227981E-02     -0.10933817E-03     -0.22137187E-03
     299     -0.41193232E-02     -0.41227981E-02     -0.10949517E-03     -0.22137187E-03
     300     -0.41193403E-02     -0.41227981E-02     -0.10967061E-03     -0.22137187E-03
     301     -0.41193618E-02     -0.41227981E-02     -0.10983006E-03     -0.22137187E-03
     302     -0.41193780E-02     -0.41227981E-02     -0.10999237E-03     -0.22137187E-03
     303     -0.41193934E-02     -0.41227981E-02     -0.11014389E-03     -0.22137187E-03
     304     -0.41194054E-02     -0.41227981E-02     -0.11029592E-03     -0.22137187E-03
     305     -0.41194193E-02     -0.41227981E-02     -0.11048431E-03     -0.22137187E-03
     306     -0.41194326E-02     -0.41227981E-02     -0.11064847E-03     -0.22137187E-03
     307     -0.41194493E-02     -0.41227981E-02     -0.11082075E-03     -0.22137187E-03
     308     -0.41194622E-02     -0.41227981E-02     -0.11097355E-03     -0.22137187E-03
     309     -0.41194770E-02     -0.41227981E-02     -0.11115054E-03     -0.22137187E-03
     310     -0.41194951E-02     -0.41227981E-02     -0.11131671E-03     -0.22137187E-03
     311     -0.41195096E-02     -0.41227981E-02     -0.11150957E-03     -0.22137187E-03
     312     -0.41195259E-02     -0.41227981E-02     -0.11165519E-03     -0.22137187E-03
     313     -0.41195405E-02     -0.41227981E-02     -0.11183648E-03     -0.22137187E-03
     314     -0.41195540E-02     -0.41227981E-02     -0.11200028E-03     -0.22137187E-03
     315     -0.41195679E-02     -0.41227981E-02     -0.11218012E-03     -0.22137187E-03
     316     -0.41195812E-02     -0.41227981E-02     -0.11233774E-03     -0.22137187E-03
     317     -0.41195908E-02     -0.41227981E-02     -0.11252358E-03     -0.22137187E-03
     318     -0.41196070E-02     -0.41227981E-02     -0.11267721E-03     -0.22137187E-03
     319     -0.41196186E-02     -0.41227981E-02     -0.11286478E-03     -0.22137187E-03
     320     -0.41196331E-02     -0.41227981E-02     -0.11301494E-03     -0.22137187E-03
     321     -0.41196432E-02     -0.41227981E-02     -0.11317837E-03     -0.22137187E-03
     322     -0.41196542E-02     -0.41227981E-02     -0.11333867E-03     -0.22137187E-03
     323     -0.41196703E-02     -0.41227981E-02     -0.11350148E-03     -0.22137187E-03
     324     -0.41196789E-02     -0.41227981E-02     -0.11365467E-03     -0.22137187E-03
     325     -0.41196879E-02     -0.41227981E-02     -0.11383763E-03     -0.22137187E-03
     326     -0.41197056E-02     -0.41227981E-02     -0.11399008E-03     -0.22137187E-03
     327     -0.41197171E-02     -0.41227981E-02     -0.11417468E-03     -0.22137187E-03
     328     -0.41197289E-02     -0.41227981E-02     -0.11434597E-03     -0.22137187E-03
     329     -0.41197391E-02     -0.41227981E-02     -0.11446770E-03     -0.22137187E-03
     330     -0.41197532E-02     -0.41227981E-02     -0.11463659E-03     -0.22137187E-03
     331     -0.41197666E-02     -0.41227981E-02     -0.11483264E-03     -0.22137187E-03
     332     -0.41197791E-02     -0.41227981E-02     -0.11500328E-03     -0.22137187E-03
     333     -0.41197891E-02     -0.41227981E-02     -0.11518317E-03     -0.22137187E-03
     334     -0.41198011E-02     -0.41227981E-02     -0.11535354E-03     -0.22137187E-03
     335     -0.41198129E-02     -0.41227981E-02     -0.11551961E-03     -0.22137187E-03
     336     -0.41198244E-02     -0.41227981E-02     -0.11567537E-03     -0.22137187E-03
     337     -0.41198374E-02     -0.41227981E-02     -0.11587893E-03     -0.22137187E-03
     338     -0.41198509E-02     -0.41227981E-02     -0.11604216E-03     -0.22137187E-03
     339     -0.41198609E-02     -0.41227981E-02     -0.11623836E-03     -0.22137187E-03
     340     -0.41198738E-02     -0.41227981E-02     -0.11641669E-03     -0.22137187E-03
     341     -0.41198842E-02     -0.41227981E-02     -0.11656531E-03     -0.22137187E-03
     342     -0.41198939E-02     -0.41227981E-02     -0.11672022E-03     -0.22137187E-03
     343     -0.41199037E-02     -0.41227981E-02     -0.11687882E-03     -0.22137187E-03
     344     -0.41199140E-02     -0.41227981E-02     -0.11705270E-03     -0.22137187E-03
     345     -0.41199262E-02     -0.41227981E-02     -0.11722822E-03     -0.22137187E-03
     346     -0.41199334E-02     -0.41227981E-02     -0.11739583E-03     -0.22137187E-03
     347     -0.41199434E-02     -0.41227981E-02     -0.11753251E-03     -0.22137187E-03
     348     -0.41199526E-02     -0.41227981E-02     -0.11766365E-03     -0.22137187E-03
     349     -0.41199613E-02     -0.41227981E-02     -0.11782558E-03     -0.22137187E-03
     350     -0.41199680E-02     -0.41227981E-02     -0.11798065E-03     -0.22137187E-03
     351     -0.41199816E-02     -0.41227981E-02     -0.11812667E-03     -0.22137187E-03
     352     -0.41199874E-02     -0.41227981E-02     -0.11830269E-03     -0.22137187E-03
     353     -0.41200003E-02     -0.41227981E-02     -0.11846386E-03     -0.22137187E-03
     354     -0.41200098E-02     -0.41227981E-02     -0.11863363E-03     -0.22137187E-03
     355     -0.41200186E-02     -0.41227981E-02     -0.11879987E-03     -0.22137187E-03
     356     -0.41200281E-02     -0.41227981E-02     -0.11899432E-03     -0.22137187E-03
     357     -0.41200390E-02     -0.41227981E-02     -0.11915706E-03     -0.22137187E-03
     358     -0.41200478E-02     -0.41227981E-02     -0.11932814E-03     -0.22137187E-03
     359     -0.41200578E-02     -0.41227981E-02     -0.11948892E-03     -0.22137187E-03
     360     -0.41200668E-02     -0.41227981E-02     -0.11963401E-03     -0.22137187E-03
     361     -0.41200763E-02     -0.41227981E-02     -0.11978094E-03     -0.22137187E-03
     362     -0.41200885E-02     -0.41227981E-02     -0.11993245E-03     -0.22137187E-03
     363     -0.41200984E-02     -0.41227981E-02     -0.12012960E-03     -0.22137187E-03
     364     -0.41201070E-02     -0.41227981E-02     -0.12027832E-03     -0.22137187E-03
     365     -0.41201162E-02     -0.41227981E-02     -0.12041057E-03     -0.22137187E-03
     366     -0.41201261E-02     -0.41227981E-02     -0.12056819E-03     -0.22137187E-03
     367     -0.41201328E-02     -0.41227981E-02     -0.12073039E-03     -0.22137187E-03
     368     -0.41201398E-02     -0.41227981E-02     -0.12088323E-03     -0.22137187E-03
     369     -0.41201462E-02     -0.41227981E-02     -0.12100229E-03     -0.22137187E-03
     370     -0.41201563E-02     -0.41227981E-02     -0.12116976E-03     -0.22137187E-03
     371     -0.41201634E-02     -0.41227981E-02     -0.12133635E-03     -0.22137187E-03
     372     -0.41201726E-02     -0.41227981E-02     -0.12149821E-03     -0.22137187E-03
     373     -0.41201882E-02     -0.41227981E-02     -0.12168786E-03     -0.22137187E-03
     374     -0.41201975E-02     -0.41227981E-02     -0.12186912E-03     -0.22137187E-03
     375     -0.41202046E-02     -0.41227981E-02     -0.12204681E-03     -0.22137187E-03
     376     -0.41202107E-02     -0.41227981E-02     -0.12218020E-03     -0.22137187E-03
     377     -0.41202174E-02     -0.41227981E-02     -0.12232942E-03     -0.22137187E-03
     378     -0.41202263E-02     -0.41227981E-02     -0.12247515E-03     -0.22137187E-03
     379     -0.41202331E-02     -0.41227981E-02     -0.12262562E-03     -0.22137187E-03
     380     -0.41202404E-02     -0.41227981E-02     -0.12279884E-03     -0.22137187E-03
     381     -0.41202494E-02     -0.41227981E-02     -0.12297351E-03     -0.22137187E-03
     382     -0.41202585E-02     -0.41227981E-02     -0.12319314E-03     -0.22137187E-03
     383     -0.41202686E-02     -0.41227981E-02     -0.12335167E-03     -0.22137187E-03
     384     -0.41202774E-02     -0.41227981E-02     -0.12349167E-03     -0.22137187E-03
     385     -0.41202873E-02     -0.41227981E-02     -0.12368937E-03     -0.22137187E-03
     386     -0.41202969E-02     -0.41227981E-02     -0.12385451E-03     -0.22137187E-03
     387     -0.41203031E-02     -0.41227981E-02     -0.12404649E-03     -0.22137187E-03
     388     -0.41203108E-02     -0.41227981E-02     -0.12422007E-03     -0.22137187E-03
     389     -0.41203199E-02     -0.41227981E-02     -0.12438509E-03     -0.22137187E-03
     390     -0.41203256E-02     -0.41227981E-02     -0.12457302E-03     -0.22137187E-03
     391     -0.41203332E-02     -0.41227981E-02     -0.12475757E-03     -0.22137187E-03
     392     -0.41203413E-02     -0.41227981E-02     -0.12494086E-03     -0.22137187E-03
     393     -0.41203479E-02     -0.41227981E-02     -0.12511885E-03     -0.22137187E-03
     394     -0.41203570E-02     -0.41227981E-02     -0.12530725E-03     -0.22137187E-03
     395     -0.41203670E-02     -0.41227981E-02     -0.12549359E-03     -0.22137187E-03
     396     -0.41203744E-02     -0.41227981E-02     -0.12571916E-03     -0.22137187E-03
     397     -0.41203831E-02     -0.41227981E-02     -0.12592768E-03     -0.22137187E-03
     398     -0.41203914E-02     -0.41227981E-02     -0.12609992E-03     -0.22137187E-03
     399     -0.41203981E-02     -0.41227981E-02     -0.12625846E-03     -0.22137187E-03
     400     -0.41204052E-02     -0.41227981E-02     -0.12642992E-03     -0.22137187E-03
     401     -0.41204103E-02     -0.41227981E-02     -0.12659191E-03     -0.22137187E-03
     402     -0.41204158E-02     -0.41227981E-02     -0.12673298E-03     -0.22137187E-03
     403     -0.41204215E-02     -0.41227981E-02     -0.12690457E-03     -0.22137187E-03
     404     -0.41204261E-02     -0.41227981E-02     -0.12707910E-03     -0.22137187E-03
     405     -0.41204315E-02     -0.41227981E-02     -0.12726619E-03     -0.22137187E-03
     406     -0.41204363E-02     -0.41227981E-02     -0.12744487E-03     -0.22137187E-03
     407     -0.41204425E-02     -0.41227981E-02     -0.12759387E-03     -0.22137187E-03
     408     -0.41204476E-02     -0.41227981E-02     -0.12775632E-03     -0.22137187E-03
     409     -0.41204534E-02     -0.41227981E-02     -0.12792495E-03     -0.22137187E-03
     410     -0.41204583E-02     -0.41227981E-02     -0.12811293E-03     -0.22137187E-03
     411     -0.41204658E-02     -0.41227981E-02     -0.12828235E-03     -0.22137187E-03
     412     -0.41204730E-02     -0.41227981E-02     -0.12844831E-03     -0.22137187E-03
     413     -0.41204796E-02     -0.41227981E-02     -0.12859899E-03     -0.22137187E-03
     414     -0.41204862E-02     -0.41227981E-02     -0.12878889E-03     -0.22137187E-03
     415     -0.41204914E-02     -0.41227981E-02     -0.12897163E-03     -0.22137187E-03
     416     -0.41204967E-02     -0.41227981E-02     -0.12912981E-03     -0.22137187E-03
     417     -0.41205055E-02     -0.41227981E-02     -0.12926332E-03     -0.22137187E-03
     418     -0.41205118E-02     -0.41227981E-02     -0.12936594E-03     -0.22137187E-03
     419     -0.41205179E-02     -0.41227981E-02     -0.12949873E-03     -0.22137187E-03
     420     -0.41205236E-02     -0.41227981E-02     -0.12966295E-03     -0.22137187E-03
     421     -0.41205304E-02     -0.41227981E-02     -0.12982769E-03     -0.22137187E-03
     422     -0.41205375E-02     -0.41227981E-02     -0.12999674E-03     -0.22137187E-03
     423     -0.41205449E-02     -0.41227981E-02     -0.13014370E-03     -0.22137187E-03
     424     -0.41205497E-02     -0.41227981E-02     -0.13031264E-03     -0.22137187E-03
     425     -0.41205562E-02     -0.41227981E-02     -0.13050953E-03     -0.22137187E-03
     426     -0.41205613E-02     -0.41227981E-02     -0.13065120E-03     -0.22137187E-03
     427     -0.41205706E-02     -0.41227981E-02     -0.13083431E-03     -0.22137187E-03
     428     -0.41205749E-02     -0.41227981E-02     -0.13102865E-03     -0.22137187E-03
     429     -0.41205824E-02     -0.41227981E-02     -0.13121625E-03     -0.22137187E-03
     430     -0.41205889E-02     -0.41227981E-02     -0.13139913E-03     -0.22137187E-03
     431     -0.41205956E-02     -0.41227981E-02     -0.13157841E-03     -0.22137187E-03
     432     -0.41206012E-02     -0.41227981E-02     -0.13175366E-03     -0.22137187E-03
     433     -0.41206056E-02     -0.41227981E-02     -0.13190255E-03     -0.22137187E-03
     434     -0.41206102E-02     -0.41227981E-02     -0.13203999E-03     -0.22137187E-03
     435     -0.41206179E-02     -0.41227981E-02     -0.13221016E-03     -0.22137187E-03
     436     -0.41206253E-02     -0.41227981E-02     -0.13237718E-03     -0.22137187E-03
     437     -0.41206297E-02     -0.41227981E-02     -0.13259405E-03     -0.22137187E-03
     438     -0.41206364E-02     -0.41227981E-02     -0.13276545E-03     -0.22137187E-03
     439     -0.41206427E-02     -0.41227981E-02     -0.13294570E-03     -0.22137187E-03
     440     -0.41206463E-02     -0.41227981E-02     -0.13315065E-03     -0.22137187E-03
     441     -0.41206521E-02     -0.41227981E-02     -0.13332534E-03     -0.22137187E-03
     442     -0.41206587E-02     -0.41227981E-02     -0.13349416E-03     -0.22137187E-03
     443     -0.41206637E-02     -0.41227981E-02     -0.13366352E-03     -0.22137187E-03
     444     -0.41206695E-02     -0.41227981E-02     -0.13383410E-03     -0.22137187E-03
     445     -0.41206742E-02     -0.41227981E-02     -0.13399597E-03     -0.22137187E-03
     446     -0.41206813E-02     -0.41227981E-02     -0.13417325E-03     -0.22137187E-03
     447     -0.41206869E-02     -0.41227981E-02     -0.13435893E-03     -0.22137187E-03
     448     -0.41206953E-02     -0.41227981E-02     -0.13452695E-03     -0.22137187E-03
     449     -0.41207001E-02     -0.41227981E-02     -0.13468453E-03     -0.22137187E-03
     450     -0.41207060E-02     -0.41227981E-02     -0.13486154E-03     -0.22137187E-03
     451     -0.41207091E-02     -0.41227981E-02     -0.13500734E-03     -0.22137187E-03
     452     -0.41207160E-02     -0.41227981E-02     -0.13513281E-03     -0.22137187E-03
     453     -0.41207195E-02     -0.41227981E-02     -0.13529554E-03     -0.22137187E-03
     454     -0.41207259E-02     -0.41227981E-02     -0.13545550E-03     -0.22137187E-03
     455     -0.41207302E-02     -0.41227981E-02     -0.13559616E-03     -0.22137187E-03
     456     -0.41207365E-02     -0.41227981E-02     -0.13577214E-03     -0.22137187E-03
     457     -0.41207401E-02     -0.41227981E-02     -0.13597383E-03     -0.22137187E-03
     458     -0.41207467E-02     -0.41227981E-02     -0.13614350E-03     -0.22137187E-03
     459     -0.41207532E-02     -0.41227981E-02     -0.13636636E-03     -0.22137187E-03
     460     -0.41207576E-02     -0.41227981E-02     -0.13657572E-03     -0.22137187E-03
     461     -0.41207615E-02     -0.41227981E-02     -0.13680777E-03     -0.22137187E-03
     462     -0.41207660E-02     -0.41227981E-02     -0.13699645E-03     -0.22137187E-03
     463     -0.41207712E-02     -0.41227981E-02     -0.13721705E-03     -0.22137187E-03
     464     -0.41207743E-02     -0.41227981E-02     -0.13740276E-03     -0.22137187E-03
     465     -0.41207778E-02     -0.41227981E-02     -0.13759606E-03     -0.22137187E-03
     466     -0.41207803E-02     -0.41227981E-02     -0.13777000E-03     -0.22137187E-03
     467     -0.41207857E-02     -0.41227981E-02     -0.13796180E-03     -0.22137187E-03
     468     -0.41207906E-02     -0.41227981E-02     -0.13816434E-03     -0.22137187E-03
     469     -0.41207940E-02     -0.41227981E-02     -0.13837663E-03     -0.22137187E-03
     470     -0.41207975E-02     -0.41227981E-02     -0.13855412E-03     -0.22137187E-03
     471     -0.41208010E-02     -0.41227981E-02     -0.13872074E-03     -0.22137187E-03
     472     -0.41208053E-02     -0.41227981E-02     -0.13888948E-03     -0.22137187E-03
     473     -0.41208094E-02     -0.41227981E-02     -0.13904524E-03     -0.22137187E-03
     474     -0.41208123E-02     -0.41227981E-02     -0.13921912E-03     -0.22137187E-03
     475     -0.41208164E-02     -0.41227981E-02     -0.13937568E-03     -0.22137187E-03
     476     -0.41208205E-02     -0.41227981E-02     -0.13952195E-03     -0.22137187E-03
     477     -0.41208240E-02     -0.41227981E-02     -0.13966367E-03     -0.22137187E-03
     478     -0.41208276E-02     -0.41227981E-02     -0.13980852E-03     -0.22137187E-03
     479     -0.41208323E-02     -0.41227981E-02     -0.13997596E-03     -0.22137187E-03
     480     -0.41208371E-02     -0.41227981E-02     -0.14017580E-03     -0.22137187E-03
     481     -0.41208405E-02     -0.41227981E-02     -0.14034887E-03     -0.22137187E-03
     482     -0.41208446E-02     -0.41227981E-02     -0.14052358E-03     -0.22137187E-03
     483     -0.41208495E-02     -0.41227981E-02     -0.14068096E-03     -0.22137187E-03
     484     -0.41208534E-02     -0.41227981E-02     -0.14086191E-03     -0.22137187E-03
     485     -0.41208574E-02     -0.41227981E-02     -0.14103080E-03     -0.22137187E-03
     486     -0.41208605E-02     -0.41227981E-02     -0.14120739E-03     -0.22137187E-03
     487     -0.41208649E-02     -0.41227981E-02     -0.14138857E-03     -0.22137187E-03
     488     -0.41208677E-02     -0.41227981E-02     -0.14156408E-03     -0.22137187E-03
     489     -0.41208716E-02     -0.41227981E-02     -0.14173165E-03     -0.22137187E-03
     490     -0.41208756E-02     -0.41227981E-02     -0.14191499E-03     -0.22137187E-03
     491     -0.41208790E-02     -0.41227981E-02     -0.14208606E-03     -0.22137187E-03
     492     -0.41208823E-02     -0.41227981E-02     -0.14223749E-03     -0.22137187E-03
     493     -0.41208849E-02     -0.41227981E-02     -0.14239587E-03     -0.22137187E-03
     494     -0.41208883E-02     -0.41227981E-02     -0.14260402E-03     -0.22137187E-03
     495     -0.41208924E-02     -0.41227981E-02     -0.14277868E-03     -0.22137187E-03
     496     -0.41208955E-02     -0.41227981E-02     -0.14295497E-03     -0.22137187E-03
 
# q=  0.83333333E-01  0.41666667E+00  0.00000000E+00  (qpt 17)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.16506568E-02     -0.49030261E-02     -0.28394830E-05     -0.17705920E-03
       2     -0.19788310E-02     -0.49030261E-02     -0.54937111E-05     -0.17705920E-03
       3     -0.20844902E-02     -0.49030261E-02     -0.64673385E-05     -0.17705920E-03
       4     -0.22175752E-02     -0.49030261E-02     -0.75158644E-05     -0.17705920E-03
       5     -0.23324149E-02     -0.49030261E-02     -0.83799535E-05     -0.17705920E-03
       6     -0.25075854E-02     -0.49030261E-02     -0.97966235E-05     -0.17705920E-03
       7     -0.27683718E-02     -0.49030261E-02     -0.12089454E-04     -0.17705920E-03
       8     -0.29375611E-02     -0.49030261E-02     -0.13277629E-04     -0.17705920E-03
       9     -0.32589445E-02     -0.49030261E-02     -0.16283730E-04     -0.17705920E-03
      10     -0.34138729E-02     -0.49030261E-02     -0.17834864E-04     -0.17705920E-03
      11     -0.35641594E-02     -0.49030261E-02     -0.20007671E-04     -0.17705920E-03
      12     -0.37680989E-02     -0.49030261E-02     -0.22700840E-04     -0.17705920E-03
      13     -0.39076775E-02     -0.49030261E-02     -0.24787967E-04     -0.17705920E-03
      14     -0.40068785E-02     -0.49030261E-02     -0.27261564E-04     -0.17705920E-03
      15     -0.40597861E-02     -0.49030261E-02     -0.28051477E-04     -0.17705920E-03
      16     -0.41240724E-02     -0.49030261E-02     -0.29211368E-04     -0.17705920E-03
      17     -0.41524757E-02     -0.49030261E-02     -0.29608527E-04     -0.17705920E-03
      18     -0.42182729E-02     -0.49030261E-02     -0.31298077E-04     -0.17705920E-03
      19     -0.42615480E-02     -0.49030261E-02     -0.32303687E-04     -0.17705920E-03
      20     -0.43144112E-02     -0.49030261E-02     -0.33929932E-04     -0.17705920E-03
      21     -0.43583127E-02     -0.49030261E-02     -0.35448584E-04     -0.17705920E-03
      22     -0.44010049E-02     -0.49030261E-02     -0.36485490E-04     -0.17705920E-03
      23     -0.44336576E-02     -0.49030261E-02     -0.37703433E-04     -0.17705920E-03
      24     -0.44688799E-02     -0.49030261E-02     -0.38013467E-04     -0.17705920E-03
      25     -0.44948684E-02     -0.49030261E-02     -0.38768009E-04     -0.17705920E-03
      26     -0.45169902E-02     -0.49030261E-02     -0.39379693E-04     -0.17705920E-03
      27     -0.45276675E-02     -0.49030261E-02     -0.39682117E-04     -0.17705920E-03
      28     -0.45464584E-02     -0.49030261E-02     -0.40462723E-04     -0.17705920E-03
      29     -0.45550659E-02     -0.49030261E-02     -0.40767963E-04     -0.17705920E-03
      30     -0.45656942E-02     -0.49030261E-02     -0.41121643E-04     -0.17705920E-03
      31     -0.45763391E-02     -0.49030261E-02     -0.41419499E-04     -0.17705920E-03
      32     -0.45886470E-02     -0.49030261E-02     -0.41904794E-04     -0.17705920E-03
      33     -0.46026108E-02     -0.49030261E-02     -0.42291147E-04     -0.17705920E-03
      34     -0.46222787E-02     -0.49030261E-02     -0.42913690E-04     -0.17705920E-03
      35     -0.46335459E-02     -0.49030261E-02     -0.43240333E-04     -0.17705920E-03
      36     -0.46676918E-02     -0.49030261E-02     -0.44376224E-04     -0.17705920E-03
      37     -0.46811906E-02     -0.49030261E-02     -0.44776308E-04     -0.17705920E-03
      38     -0.46958412E-02     -0.49030261E-02     -0.45258082E-04     -0.17705920E-03
      39     -0.47053491E-02     -0.49030261E-02     -0.45477232E-04     -0.17705920E-03
      40     -0.47105182E-02     -0.49030261E-02     -0.45676012E-04     -0.17705920E-03
      41     -0.47141384E-02     -0.49030261E-02     -0.45826716E-04     -0.17705920E-03
      42     -0.47186479E-02     -0.49030261E-02     -0.46020221E-04     -0.17705920E-03
      43     -0.47248028E-02     -0.49030261E-02     -0.46178216E-04     -0.17705920E-03
      44     -0.47281739E-02     -0.49030261E-02     -0.46349981E-04     -0.17705920E-03
      45     -0.47322363E-02     -0.49030261E-02     -0.46553857E-04     -0.17705920E-03
      46     -0.47351818E-02     -0.49030261E-02     -0.46716670E-04     -0.17705920E-03
      47     -0.47387338E-02     -0.49030261E-02     -0.46846577E-04     -0.17705920E-03
      48     -0.47417657E-02     -0.49030261E-02     -0.47011298E-04     -0.17705920E-03
      49     -0.47448173E-02     -0.49030261E-02     -0.47215039E-04     -0.17705920E-03
      50     -0.47469814E-02     -0.49030261E-02     -0.47347597E-04     -0.17705920E-03
      51     -0.47501009E-02     -0.49030261E-02     -0.47500437E-04     -0.17705920E-03
      52     -0.47537812E-02     -0.49030261E-02     -0.47829363E-04     -0.17705920E-03
      53     -0.47568238E-02     -0.49030261E-02     -0.48018887E-04     -0.17705920E-03
      54     -0.47594534E-02     -0.49030261E-02     -0.48220065E-04     -0.17705920E-03
      55     -0.47671686E-02     -0.49030261E-02     -0.48636774E-04     -0.17705920E-03
      56     -0.47714790E-02     -0.49030261E-02     -0.48987149E-04     -0.17705920E-03
      57     -0.47755307E-02     -0.49030261E-02     -0.49222937E-04     -0.17705920E-03
      58     -0.47792079E-02     -0.49030261E-02     -0.49482809E-04     -0.17705920E-03
      59     -0.47863675E-02     -0.49030261E-02     -0.49795051E-04     -0.17705920E-03
      60     -0.47934907E-02     -0.49030261E-02     -0.50234253E-04     -0.17705920E-03
      61     -0.48007318E-02     -0.49030261E-02     -0.50672332E-04     -0.17705920E-03
      62     -0.48048677E-02     -0.49030261E-02     -0.51073737E-04     -0.17705920E-03
      63     -0.48088084E-02     -0.49030261E-02     -0.51381229E-04     -0.17705920E-03
      64     -0.48113573E-02     -0.49030261E-02     -0.51569338E-04     -0.17705920E-03
      65     -0.48155432E-02     -0.49030261E-02     -0.51869987E-04     -0.17705920E-03
