# q=  0.43737296E-03  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     407     -0.15311639E-04     -0.15315272E-04     -0.98452758E-04     -0.16739225E-03
     408     -0.15311647E-04     -0.15315272E-04     -0.98548503E-04     -0.16739225E-03
     409     -0.15311656E-04     -0.15315272E-04     -0.98647196E-04     -0.16739225E-03
     410     -0.15311664E-04     -0.15315272E-04     -0.98734971E-04     -0.16739225E-03
     411     -0.15311675E-04     -0.15315272E-04     -0.98888839E-04     -0.16739225E-03
     412     -0.15311686E-04     -0.15315272E-04     -0.99011101E-04     -0.16739225E-03
     413     -0.15311696E-04     -0.15315272E-04     -0.99132166E-04     -0.16739225E-03
     414     -0.15311706E-04     -0.15315272E-04     -0.99243365E-04     -0.16739225E-03
     415     -0.15311714E-04     -0.15315272E-04     -0.99339470E-04     -0.16739225E-03
     416     -0.15311723E-04     -0.15315272E-04     -0.99439177E-04     -0.16739225E-03
     417     -0.15311736E-04     -0.15315272E-04     -0.99587353E-04     -0.16739225E-03
     418     -0.15311746E-04     -0.15315272E-04     -0.99702579E-04     -0.16739225E-03
     419     -0.15311756E-04     -0.15315272E-04     -0.99822792E-04     -0.16739225E-03
     420     -0.15311765E-04     -0.15315272E-04     -0.99929177E-04     -0.16739225E-03
     421     -0.15311776E-04     -0.15315272E-04     -0.10005904E-03     -0.16739225E-03
     422     -0.15311788E-04     -0.15315272E-04     -0.10018518E-03     -0.16739225E-03
     423     -0.15311799E-04     -0.15315272E-04     -0.10033401E-03     -0.16739225E-03
     424     -0.15311807E-04     -0.15315272E-04     -0.10044508E-03     -0.16739225E-03
     425     -0.15311818E-04     -0.15315272E-04     -0.10057488E-03     -0.16739225E-03
     426     -0.15311826E-04     -0.15315272E-04     -0.10070018E-03     -0.16739225E-03
     427     -0.15311841E-04     -0.15315272E-04     -0.10087723E-03     -0.16739225E-03
     428     -0.15311847E-04     -0.15315272E-04     -0.10096399E-03     -0.16739225E-03
     429     -0.15311859E-04     -0.15315272E-04     -0.10113480E-03     -0.16739225E-03
     430     -0.15311870E-04     -0.15315272E-04     -0.10126868E-03     -0.16739225E-03
     431     -0.15311881E-04     -0.15315272E-04     -0.10142821E-03     -0.16739225E-03
     432     -0.15311890E-04     -0.15315272E-04     -0.10154463E-03     -0.16739225E-03
     433     -0.15311896E-04     -0.15315272E-04     -0.10163478E-03     -0.16739225E-03
     434     -0.15311904E-04     -0.15315272E-04     -0.10173562E-03     -0.16739225E-03
     435     -0.15311915E-04     -0.15315272E-04     -0.10188025E-03     -0.16739225E-03
     436     -0.15311926E-04     -0.15315272E-04     -0.10203942E-03     -0.16739225E-03
     437     -0.15311933E-04     -0.15315272E-04     -0.10214370E-03     -0.16739225E-03
     438     -0.15311944E-04     -0.15315272E-04     -0.10228985E-03     -0.16739225E-03
     439     -0.15311953E-04     -0.15315272E-04     -0.10244249E-03     -0.16739225E-03
     440     -0.15311959E-04     -0.15315272E-04     -0.10252406E-03     -0.16739225E-03
     441     -0.15311968E-04     -0.15315272E-04     -0.10266084E-03     -0.16739225E-03
     442     -0.15311979E-04     -0.15315272E-04     -0.10282771E-03     -0.16739225E-03
     443     -0.15311986E-04     -0.15315272E-04     -0.10294391E-03     -0.16739225E-03
     444     -0.15311996E-04     -0.15315272E-04     -0.10306352E-03     -0.16739225E-03
     445     -0.15312003E-04     -0.15315272E-04     -0.10318005E-03     -0.16739225E-03
     446     -0.15312014E-04     -0.15315272E-04     -0.10333882E-03     -0.16739225E-03
     447     -0.15312022E-04     -0.15315272E-04     -0.10346849E-03     -0.16739225E-03
     448     -0.15312035E-04     -0.15315272E-04     -0.10367487E-03     -0.16739225E-03
     449     -0.15312042E-04     -0.15315272E-04     -0.10379058E-03     -0.16739225E-03
     450     -0.15312052E-04     -0.15315272E-04     -0.10394521E-03     -0.16739225E-03
     451     -0.15312057E-04     -0.15315272E-04     -0.10402134E-03     -0.16739225E-03
     452     -0.15312068E-04     -0.15315272E-04     -0.10419563E-03     -0.16739225E-03
     453     -0.15312073E-04     -0.15315272E-04     -0.10430644E-03     -0.16739225E-03
     454     -0.15312082E-04     -0.15315272E-04     -0.10447993E-03     -0.16739225E-03
     455     -0.15312089E-04     -0.15315272E-04     -0.10461505E-03     -0.16739225E-03
     456     -0.15312098E-04     -0.15315272E-04     -0.10479591E-03     -0.16739225E-03
     457     -0.15312104E-04     -0.15315272E-04     -0.10491397E-03     -0.16739225E-03
     458     -0.15312114E-04     -0.15315272E-04     -0.10508546E-03     -0.16739225E-03
     459     -0.15312124E-04     -0.15315272E-04     -0.10524988E-03     -0.16739225E-03
     460     -0.15312131E-04     -0.15315272E-04     -0.10536807E-03     -0.16739225E-03
     461     -0.15312137E-04     -0.15315272E-04     -0.10546241E-03     -0.16739225E-03
     462     -0.15312143E-04     -0.15315272E-04     -0.10560400E-03     -0.16739225E-03
     463     -0.15312151E-04     -0.15315272E-04     -0.10574378E-03     -0.16739225E-03
     464     -0.15312155E-04     -0.15315272E-04     -0.10582804E-03     -0.16739225E-03
     465     -0.15312161E-04     -0.15315272E-04     -0.10591686E-03     -0.16739225E-03
     466     -0.15312165E-04     -0.15315272E-04     -0.10599158E-03     -0.16739225E-03
     467     -0.15312174E-04     -0.15315272E-04     -0.10613393E-03     -0.16739225E-03
     468     -0.15312181E-04     -0.15315272E-04     -0.10625760E-03     -0.16739225E-03
     469     -0.15312186E-04     -0.15315272E-04     -0.10635017E-03     -0.16739225E-03
     470     -0.15312191E-04     -0.15315272E-04     -0.10644458E-03     -0.16739225E-03
     471     -0.15312197E-04     -0.15315272E-04     -0.10654661E-03     -0.16739225E-03
     472     -0.15312203E-04     -0.15315272E-04     -0.10667656E-03     -0.16739225E-03
     473     -0.15312209E-04     -0.15315272E-04     -0.10680651E-03     -0.16739225E-03
     474     -0.15312214E-04     -0.15315272E-04     -0.10690551E-03     -0.16739225E-03
     475     -0.15312220E-04     -0.15315272E-04     -0.10702823E-03     -0.16739225E-03
     476     -0.15312226E-04     -0.15315272E-04     -0.10717295E-03     -0.16739225E-03
     477     -0.15312231E-04     -0.15315272E-04     -0.10728531E-03     -0.16739225E-03
     478     -0.15312237E-04     -0.15315272E-04     -0.10741625E-03     -0.16739225E-03
     479     -0.15312244E-04     -0.15315272E-04     -0.10754705E-03     -0.16739225E-03
     480     -0.15312252E-04     -0.15315272E-04     -0.10770165E-03     -0.16739225E-03
     481     -0.15312257E-04     -0.15315272E-04     -0.10781583E-03     -0.16739225E-03
     482     -0.15312263E-04     -0.15315272E-04     -0.10793498E-03     -0.16739225E-03
     483     -0.15312271E-04     -0.15315272E-04     -0.10807838E-03     -0.16739225E-03
     484     -0.15312277E-04     -0.15315272E-04     -0.10821765E-03     -0.16739225E-03
     485     -0.15312283E-04     -0.15315272E-04     -0.10836416E-03     -0.16739225E-03
     486     -0.15312288E-04     -0.15315272E-04     -0.10846661E-03     -0.16739225E-03
     487     -0.15312294E-04     -0.15315272E-04     -0.10863185E-03     -0.16739225E-03
     488     -0.15312299E-04     -0.15315272E-04     -0.10872323E-03     -0.16739225E-03
     489     -0.15312305E-04     -0.15315272E-04     -0.10886615E-03     -0.16739225E-03
     490     -0.15312312E-04     -0.15315272E-04     -0.10900907E-03     -0.16739225E-03
     491     -0.15312317E-04     -0.15315272E-04     -0.10916841E-03     -0.16739225E-03
     492     -0.15312322E-04     -0.15315272E-04     -0.10928088E-03     -0.16739225E-03
     493     -0.15312326E-04     -0.15315272E-04     -0.10936966E-03     -0.16739225E-03
     494     -0.15312332E-04     -0.15315272E-04     -0.10951050E-03     -0.16739225E-03
     495     -0.15312339E-04     -0.15315272E-04     -0.10966131E-03     -0.16739225E-03
     496     -0.15312343E-04     -0.15315272E-04     -0.10978354E-03     -0.16739225E-03
 
# q=  0.21431275E-01  0.00000000E+00  0.00000000E+00  (qpt 7)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.17811799E-04     -0.28316240E-04     -0.25343108E-05     -0.16577578E-03
       2     -0.19321350E-04     -0.28316240E-04     -0.49305109E-05     -0.16577578E-03
       3     -0.19814983E-04     -0.28316240E-04     -0.58600243E-05     -0.16577578E-03
       4     -0.19928246E-04     -0.28316240E-04     -0.67666850E-05     -0.16577578E-03
       5     -0.20664401E-04     -0.28316240E-04     -0.76052458E-05     -0.16577578E-03
       6     -0.20852181E-04     -0.28316240E-04     -0.88645471E-05     -0.16577578E-03
       7     -0.22462843E-04     -0.28316240E-04     -0.11045038E-04     -0.16577578E-03
       8     -0.22819152E-04     -0.28316240E-04     -0.12139301E-04     -0.16577578E-03
       9     -0.25112725E-04     -0.28316240E-04     -0.15125514E-04     -0.16577578E-03
      10     -0.25902204E-04     -0.28316240E-04     -0.16692293E-04     -0.16577578E-03
      11     -0.26371574E-04     -0.28316240E-04     -0.19029097E-04     -0.16577578E-03
      12     -0.26943516E-04     -0.28316240E-04     -0.21492643E-04     -0.16577578E-03
      13     -0.27356533E-04     -0.28316240E-04     -0.23942182E-04     -0.16577578E-03
      14     -0.27460142E-04     -0.28316240E-04     -0.26180195E-04     -0.16577578E-03
      15     -0.27584723E-04     -0.28316240E-04     -0.26997671E-04     -0.16577578E-03
      16     -0.27635439E-04     -0.28316240E-04     -0.28064492E-04     -0.16577578E-03
      17     -0.27673802E-04     -0.28316240E-04     -0.28452176E-04     -0.16577578E-03
      18     -0.27718949E-04     -0.28316240E-04     -0.29856653E-04     -0.16577578E-03
      19     -0.27752772E-04     -0.28316240E-04     -0.30754708E-04     -0.16577578E-03
      20     -0.27787208E-04     -0.28316240E-04     -0.32001110E-04     -0.16577578E-03
      21     -0.27818926E-04     -0.28316240E-04     -0.33309301E-04     -0.16577578E-03
      22     -0.27843602E-04     -0.28316240E-04     -0.34057910E-04     -0.16577578E-03
      23     -0.27863614E-04     -0.28316240E-04     -0.35228298E-04     -0.16577578E-03
      24     -0.27884158E-04     -0.28316240E-04     -0.35510655E-04     -0.16577578E-03
      25     -0.27901165E-04     -0.28316240E-04     -0.36212137E-04     -0.16577578E-03
      26     -0.27917256E-04     -0.28316240E-04     -0.36795898E-04     -0.16577578E-03
      27     -0.27927426E-04     -0.28316240E-04     -0.37065598E-04     -0.16577578E-03
      28     -0.27941255E-04     -0.28316240E-04     -0.37823294E-04     -0.16577578E-03
      29     -0.27949211E-04     -0.28316240E-04     -0.38097464E-04     -0.16577578E-03
      30     -0.27958452E-04     -0.28316240E-04     -0.38425644E-04     -0.16577578E-03
      31     -0.27967407E-04     -0.28316240E-04     -0.38697218E-04     -0.16577578E-03
      32     -0.27977955E-04     -0.28316240E-04     -0.39150150E-04     -0.16577578E-03
      33     -0.27991782E-04     -0.28316240E-04     -0.39509148E-04     -0.16577578E-03
      34     -0.28011895E-04     -0.28316240E-04     -0.40057965E-04     -0.16577578E-03
      35     -0.28024116E-04     -0.28316240E-04     -0.40348485E-04     -0.16577578E-03
      36     -0.28063827E-04     -0.28316240E-04     -0.41314441E-04     -0.16577578E-03
      37     -0.28080653E-04     -0.28316240E-04     -0.41652402E-04     -0.16577578E-03
      38     -0.28095159E-04     -0.28316240E-04     -0.42116547E-04     -0.16577578E-03
      39     -0.28103726E-04     -0.28316240E-04     -0.42324652E-04     -0.16577578E-03
      40     -0.28109367E-04     -0.28316240E-04     -0.42514886E-04     -0.16577578E-03
      41     -0.28113688E-04     -0.28316240E-04     -0.42658875E-04     -0.16577578E-03
      42     -0.28117189E-04     -0.28316240E-04     -0.42845782E-04     -0.16577578E-03
      43     -0.28123863E-04     -0.28316240E-04     -0.43001561E-04     -0.16577578E-03
      44     -0.28127400E-04     -0.28316240E-04     -0.43162284E-04     -0.16577578E-03
      45     -0.28131830E-04     -0.28316240E-04     -0.43353760E-04     -0.16577578E-03
      46     -0.28135045E-04     -0.28316240E-04     -0.43502715E-04     -0.16577578E-03
      47     -0.28139419E-04     -0.28316240E-04     -0.43625804E-04     -0.16577578E-03
      48     -0.28142714E-04     -0.28316240E-04     -0.43775080E-04     -0.16577578E-03
      49     -0.28146389E-04     -0.28316240E-04     -0.43965357E-04     -0.16577578E-03
      50     -0.28148975E-04     -0.28316240E-04     -0.44082948E-04     -0.16577578E-03
      51     -0.28152161E-04     -0.28316240E-04     -0.44224466E-04     -0.16577578E-03
      52     -0.28156300E-04     -0.28316240E-04     -0.44518530E-04     -0.16577578E-03
      53     -0.28160045E-04     -0.28316240E-04     -0.44697635E-04     -0.16577578E-03
      54     -0.28162466E-04     -0.28316240E-04     -0.44873497E-04     -0.16577578E-03
      55     -0.28168606E-04     -0.28316240E-04     -0.45225820E-04     -0.16577578E-03
      56     -0.28172709E-04     -0.28316240E-04     -0.45535746E-04     -0.16577578E-03
      57     -0.28176467E-04     -0.28316240E-04     -0.45741929E-04     -0.16577578E-03
      58     -0.28180148E-04     -0.28316240E-04     -0.45965000E-04     -0.16577578E-03
      59     -0.28185189E-04     -0.28316240E-04     -0.46235153E-04     -0.16577578E-03
      60     -0.28190762E-04     -0.28316240E-04     -0.46614689E-04     -0.16577578E-03
      61     -0.28196126E-04     -0.28316240E-04     -0.46982504E-04     -0.16577578E-03
      62     -0.28199749E-04     -0.28316240E-04     -0.47337110E-04     -0.16577578E-03
      63     -0.28203110E-04     -0.28316240E-04     -0.47614840E-04     -0.16577578E-03
      64     -0.28205233E-04     -0.28316240E-04     -0.47786411E-04     -0.16577578E-03
      65     -0.28208564E-04     -0.28316240E-04     -0.48063211E-04     -0.16577578E-03
      66     -0.28211281E-04     -0.28316240E-04     -0.48321045E-04     -0.16577578E-03
      67     -0.28214145E-04     -0.28316240E-04     -0.48578611E-04     -0.16577578E-03
      68     -0.28216852E-04     -0.28316240E-04     -0.48866639E-04     -0.16577578E-03
      69     -0.28219358E-04     -0.28316240E-04     -0.49123686E-04     -0.16577578E-03
      70     -0.28221747E-04     -0.28316240E-04     -0.49361013E-04     -0.16577578E-03
      71     -0.28223902E-04     -0.28316240E-04     -0.49574603E-04     -0.16577578E-03
      72     -0.28226889E-04     -0.28316240E-04     -0.49957591E-04     -0.16577578E-03
      73     -0.28229392E-04     -0.28316240E-04     -0.50258169E-04     -0.16577578E-03
      74     -0.28231039E-04     -0.28316240E-04     -0.50481837E-04     -0.16577578E-03
      75     -0.28233334E-04     -0.28316240E-04     -0.50736517E-04     -0.16577578E-03
      76     -0.28234746E-04     -0.28316240E-04     -0.50962717E-04     -0.16577578E-03
      77     -0.28236508E-04     -0.28316240E-04     -0.51134131E-04     -0.16577578E-03
      78     -0.28237657E-04     -0.28316240E-04     -0.51275956E-04     -0.16577578E-03
      79     -0.28239067E-04     -0.28316240E-04     -0.51452354E-04     -0.16577578E-03
      80     -0.28240258E-04     -0.28316240E-04     -0.51591835E-04     -0.16577578E-03
      81     -0.28241341E-04     -0.28316240E-04     -0.51725773E-04     -0.16577578E-03
      82     -0.28242295E-04     -0.28316240E-04     -0.51841643E-04     -0.16577578E-03
      83     -0.28243263E-04     -0.28316240E-04     -0.51968096E-04     -0.16577578E-03
      84     -0.28244169E-04     -0.28316240E-04     -0.52098954E-04     -0.16577578E-03
      85     -0.28245447E-04     -0.28316240E-04     -0.52262141E-04     -0.16577578E-03
      86     -0.28246411E-04     -0.28316240E-04     -0.52417618E-04     -0.16577578E-03
      87     -0.28247629E-04     -0.28316240E-04     -0.52570787E-04     -0.16577578E-03
      88     -0.28248706E-04     -0.28316240E-04     -0.52726398E-04     -0.16577578E-03
      89     -0.28249634E-04     -0.28316240E-04     -0.52838372E-04     -0.16577578E-03
      90     -0.28250714E-04     -0.28316240E-04     -0.53045341E-04     -0.16577578E-03
      91     -0.28251474E-04     -0.28316240E-04     -0.53170000E-04     -0.16577578E-03
      92     -0.28252754E-04     -0.28316240E-04     -0.53428587E-04     -0.16577578E-03
      93     -0.28254133E-04     -0.28316240E-04     -0.53673045E-04     -0.16577578E-03
      94     -0.28254782E-04     -0.28316240E-04     -0.53823815E-04     -0.16577578E-03
      95     -0.28255666E-04     -0.28316240E-04     -0.54016868E-04     -0.16577578E-03
      96     -0.28256878E-04     -0.28316240E-04     -0.54294720E-04     -0.16577578E-03
      97     -0.28258174E-04     -0.28316240E-04     -0.54522440E-04     -0.16577578E-03
      98     -0.28259128E-04     -0.28316240E-04     -0.54718606E-04     -0.16577578E-03
      99     -0.28260080E-04     -0.28316240E-04     -0.54914502E-04     -0.16577578E-03
     100     -0.28260791E-04     -0.28316240E-04     -0.55050177E-04     -0.16577578E-03
     101     -0.28261585E-04     -0.28316240E-04     -0.55199384E-04     -0.16577578E-03
     102     -0.28262596E-04     -0.28316240E-04     -0.55416857E-04     -0.16577578E-03
     103     -0.28263552E-04     -0.28316240E-04     -0.55649905E-04     -0.16577578E-03
     104     -0.28264565E-04     -0.28316240E-04     -0.55921671E-04     -0.16577578E-03
     105     -0.28265351E-04     -0.28316240E-04     -0.56074383E-04     -0.16577578E-03
     106     -0.28265965E-04     -0.28316240E-04     -0.56218644E-04     -0.16577578E-03
     107     -0.28266520E-04     -0.28316240E-04     -0.56346017E-04     -0.16577578E-03
     108     -0.28267210E-04     -0.28316240E-04     -0.56468805E-04     -0.16577578E-03
     109     -0.28267815E-04     -0.28316240E-04     -0.56610217E-04     -0.16577578E-03
     110     -0.28268573E-04     -0.28316240E-04     -0.56763712E-04     -0.16577578E-03
     111     -0.28269272E-04     -0.28316240E-04     -0.56915204E-04     -0.16577578E-03
     112     -0.28269831E-04     -0.28316240E-04     -0.57039190E-04     -0.16577578E-03
     113     -0.28270472E-04     -0.28316240E-04     -0.57199484E-04     -0.16577578E-03
     114     -0.28270890E-04     -0.28316240E-04     -0.57298372E-04     -0.16577578E-03
     115     -0.28271704E-04     -0.28316240E-04     -0.57505032E-04     -0.16577578E-03
     116     -0.28272168E-04     -0.28316240E-04     -0.57627059E-04     -0.16577578E-03
     117     -0.28272739E-04     -0.28316240E-04     -0.57773179E-04     -0.16577578E-03
     118     -0.28273217E-04     -0.28316240E-04     -0.57923537E-04     -0.16577578E-03
     119     -0.28273913E-04     -0.28316240E-04     -0.58091346E-04     -0.16577578E-03
     120     -0.28274295E-04     -0.28316240E-04     -0.58190462E-04     -0.16577578E-03
     121     -0.28274831E-04     -0.28316240E-04     -0.58347552E-04     -0.16577578E-03
     122     -0.28275310E-04     -0.28316240E-04     -0.58474852E-04     -0.16577578E-03
     123     -0.28275780E-04     -0.28316240E-04     -0.58602208E-04     -0.16577578E-03
     124     -0.28276149E-04     -0.28316240E-04     -0.58717166E-04     -0.16577578E-03
     125     -0.28276848E-04     -0.28316240E-04     -0.58908011E-04     -0.16577578E-03
     126     -0.28277226E-04     -0.28316240E-04     -0.59015876E-04     -0.16577578E-03
     127     -0.28277846E-04     -0.28316240E-04     -0.59242679E-04     -0.16577578E-03
     128     -0.28278129E-04     -0.28316240E-04     -0.59327143E-04     -0.16577578E-03
     129     -0.28278650E-04     -0.28316240E-04     -0.59500205E-04     -0.16577578E-03
     130     -0.28279092E-04     -0.28316240E-04     -0.59651474E-04     -0.16577578E-03
     131     -0.28279472E-04     -0.28316240E-04     -0.59784461E-04     -0.16577578E-03
     132     -0.28279856E-04     -0.28316240E-04     -0.59940679E-04     -0.16577578E-03
     133     -0.28280372E-04     -0.28316240E-04     -0.60078294E-04     -0.16577578E-03
     134     -0.28280743E-04     -0.28316240E-04     -0.60196438E-04     -0.16577578E-03
     135     -0.28281006E-04     -0.28316240E-04     -0.60268897E-04     -0.16577578E-03
     136     -0.28281450E-04     -0.28316240E-04     -0.60435164E-04     -0.16577578E-03
     137     -0.28281883E-04     -0.28316240E-04     -0.60575647E-04     -0.16577578E-03
     138     -0.28282210E-04     -0.28316240E-04     -0.60713417E-04     -0.16577578E-03
     139     -0.28282449E-04     -0.28316240E-04     -0.60807268E-04     -0.16577578E-03
     140     -0.28282956E-04     -0.28316240E-04     -0.60949515E-04     -0.16577578E-03
     141     -0.28283198E-04     -0.28316240E-04     -0.61079937E-04     -0.16577578E-03
     142     -0.28283520E-04     -0.28316240E-04     -0.61192900E-04     -0.16577578E-03
     143     -0.28283812E-04     -0.28316240E-04     -0.61344289E-04     -0.16577578E-03
     144     -0.28284182E-04     -0.28316240E-04     -0.61517601E-04     -0.16577578E-03
     145     -0.28284423E-04     -0.28316240E-04     -0.61642161E-04     -0.16577578E-03
     146     -0.28284680E-04     -0.28316240E-04     -0.61786214E-04     -0.16577578E-03
     147     -0.28285043E-04     -0.28316240E-04     -0.61922530E-04     -0.16577578E-03
     148     -0.28285367E-04     -0.28316240E-04     -0.62118127E-04     -0.16577578E-03
     149     -0.28285613E-04     -0.28316240E-04     -0.62231220E-04     -0.16577578E-03
     150     -0.28286036E-04     -0.28316240E-04     -0.62469485E-04     -0.16577578E-03
     151     -0.28286288E-04     -0.28316240E-04     -0.62630850E-04     -0.16577578E-03
     152     -0.28286710E-04     -0.28316240E-04     -0.62804123E-04     -0.16577578E-03
     153     -0.28287097E-04     -0.28316240E-04     -0.63018732E-04     -0.16577578E-03
     154     -0.28287360E-04     -0.28316240E-04     -0.63186836E-04     -0.16577578E-03
     155     -0.28287635E-04     -0.28316240E-04     -0.63338771E-04     -0.16577578E-03
     156     -0.28287905E-04     -0.28316240E-04     -0.63485795E-04     -0.16577578E-03
     157     -0.28288129E-04     -0.28316240E-04     -0.63622713E-04     -0.16577578E-03
     158     -0.28288336E-04     -0.28316240E-04     -0.63723718E-04     -0.16577578E-03
     159     -0.28288692E-04     -0.28316240E-04     -0.63915018E-04     -0.16577578E-03
     160     -0.28288960E-04     -0.28316240E-04     -0.64053877E-04     -0.16577578E-03
     161     -0.28289194E-04     -0.28316240E-04     -0.64197860E-04     -0.16577578E-03
     162     -0.28289477E-04     -0.28316240E-04     -0.64358271E-04     -0.16577578E-03
     163     -0.28289795E-04     -0.28316240E-04     -0.64524668E-04     -0.16577578E-03
     164     -0.28290020E-04     -0.28316240E-04     -0.64678611E-04     -0.16577578E-03
     165     -0.28290340E-04     -0.28316240E-04     -0.64974646E-04     -0.16577578E-03
     166     -0.28290519E-04     -0.28316240E-04     -0.65107586E-04     -0.16577578E-03
     167     -0.28290862E-04     -0.28316240E-04     -0.65371316E-04     -0.16577578E-03
     168     -0.28291045E-04     -0.28316240E-04     -0.65516625E-04     -0.16577578E-03
     169     -0.28291434E-04     -0.28316240E-04     -0.65757942E-04     -0.16577578E-03
     170     -0.28291712E-04     -0.28316240E-04     -0.65964457E-04     -0.16577578E-03
     171     -0.28292029E-04     -0.28316240E-04     -0.66237430E-04     -0.16577578E-03
     172     -0.28292263E-04     -0.28316240E-04     -0.66421162E-04     -0.16577578E-03
     173     -0.28292492E-04     -0.28316240E-04     -0.66686276E-04     -0.16577578E-03
     174     -0.28292709E-04     -0.28316240E-04     -0.66831495E-04     -0.16577578E-03
     175     -0.28293028E-04     -0.28316240E-04     -0.67092736E-04     -0.16577578E-03
     176     -0.28293241E-04     -0.28316240E-04     -0.67264001E-04     -0.16577578E-03
     177     -0.28293472E-04     -0.28316240E-04     -0.67437983E-04     -0.16577578E-03
     178     -0.28293749E-04     -0.28316240E-04     -0.67700027E-04     -0.16577578E-03
     179     -0.28293947E-04     -0.28316240E-04     -0.67853577E-04     -0.16577578E-03
     180     -0.28294333E-04     -0.28316240E-04     -0.68180914E-04     -0.16577578E-03
     181     -0.28294509E-04     -0.28316240E-04     -0.68352327E-04     -0.16577578E-03
     182     -0.28294781E-04     -0.28316240E-04     -0.68554301E-04     -0.16577578E-03
     183     -0.28294983E-04     -0.28316240E-04     -0.68731310E-04     -0.16577578E-03
     184     -0.28295174E-04     -0.28316240E-04     -0.68911506E-04     -0.16577578E-03
     185     -0.28295360E-04     -0.28316240E-04     -0.69122320E-04     -0.16577578E-03
     186     -0.28295531E-04     -0.28316240E-04     -0.69316981E-04     -0.16577578E-03
     187     -0.28295715E-04     -0.28316240E-04     -0.69539977E-04     -0.16577578E-03
     188     -0.28295910E-04     -0.28316240E-04     -0.69724963E-04     -0.16577578E-03
     189     -0.28296115E-04     -0.28316240E-04     -0.69904398E-04     -0.16577578E-03
     190     -0.28296299E-04     -0.28316240E-04     -0.70033247E-04     -0.16577578E-03
     191     -0.28296479E-04     -0.28316240E-04     -0.70198258E-04     -0.16577578E-03
     192     -0.28296607E-04     -0.28316240E-04     -0.70301223E-04     -0.16577578E-03
     193     -0.28296754E-04     -0.28316240E-04     -0.70448228E-04     -0.16577578E-03
     194     -0.28296903E-04     -0.28316240E-04     -0.70557434E-04     -0.16577578E-03
     195     -0.28297108E-04     -0.28316240E-04     -0.70720987E-04     -0.16577578E-03
     196     -0.28297257E-04     -0.28316240E-04     -0.70829794E-04     -0.16577578E-03
     197     -0.28297415E-04     -0.28316240E-04     -0.70993545E-04     -0.16577578E-03
     198     -0.28297564E-04     -0.28316240E-04     -0.71127008E-04     -0.16577578E-03
     199     -0.28297693E-04     -0.28316240E-04     -0.71233758E-04     -0.16577578E-03
     200     -0.28297796E-04     -0.28316240E-04     -0.71335220E-04     -0.16577578E-03
     201     -0.28297942E-04     -0.28316240E-04     -0.71464539E-04     -0.16577578E-03
     202     -0.28298090E-04     -0.28316240E-04     -0.71575058E-04     -0.16577578E-03
     203     -0.28298221E-04     -0.28316240E-04     -0.71691367E-04     -0.16577578E-03
     204     -0.28298348E-04     -0.28316240E-04     -0.71798906E-04     -0.16577578E-03
     205     -0.28298479E-04     -0.28316240E-04     -0.71929819E-04     -0.16577578E-03
     206     -0.28298631E-04     -0.28316240E-04     -0.72072374E-04     -0.16577578E-03
     207     -0.28298794E-04     -0.28316240E-04     -0.72213420E-04     -0.16577578E-03
     208     -0.28298916E-04     -0.28316240E-04     -0.72322472E-04     -0.16577578E-03
     209     -0.28299048E-04     -0.28316240E-04     -0.72448456E-04     -0.16577578E-03
     210     -0.28299146E-04     -0.28316240E-04     -0.72558007E-04     -0.16577578E-03
     211     -0.28299314E-04     -0.28316240E-04     -0.72740055E-04     -0.16577578E-03
     212     -0.28299455E-04     -0.28316240E-04     -0.72878476E-04     -0.16577578E-03
     213     -0.28299556E-04     -0.28316240E-04     -0.72977260E-04     -0.16577578E-03
     214     -0.28299676E-04     -0.28316240E-04     -0.73098759E-04     -0.16577578E-03
     215     -0.28299784E-04     -0.28316240E-04     -0.73232788E-04     -0.16577578E-03
     216     -0.28299942E-04     -0.28316240E-04     -0.73383557E-04     -0.16577578E-03
     217     -0.28300073E-04     -0.28316240E-04     -0.73530444E-04     -0.16577578E-03
     218     -0.28300176E-04     -0.28316240E-04     -0.73641897E-04     -0.16577578E-03
     219     -0.28300282E-04     -0.28316240E-04     -0.73764524E-04     -0.16577578E-03
     220     -0.28300374E-04     -0.28316240E-04     -0.73875545E-04     -0.16577578E-03
     221     -0.28300491E-04     -0.28316240E-04     -0.74007878E-04     -0.16577578E-03
     222     -0.28300585E-04     -0.28316240E-04     -0.74111451E-04     -0.16577578E-03
     223     -0.28300705E-04     -0.28316240E-04     -0.74282506E-04     -0.16577578E-03
     224     -0.28300801E-04     -0.28316240E-04     -0.74397855E-04     -0.16577578E-03
     225     -0.28300925E-04     -0.28316240E-04     -0.74576315E-04     -0.16577578E-03
     226     -0.28301029E-04     -0.28316240E-04     -0.74706437E-04     -0.16577578E-03
     227     -0.28301144E-04     -0.28316240E-04     -0.74881631E-04     -0.16577578E-03
     228     -0.28301240E-04     -0.28316240E-04     -0.75010278E-04     -0.16577578E-03
     229     -0.28301361E-04     -0.28316240E-04     -0.75168643E-04     -0.16577578E-03
     230     -0.28301511E-04     -0.28316240E-04     -0.75350823E-04     -0.16577578E-03
     231     -0.28301597E-04     -0.28316240E-04     -0.75469518E-04     -0.16577578E-03
